# QMC Seed Set
# seed_set_id: phi_qmc_001
# qmc_type: sobol
# num_samples: 1000
# dimensions: 4
# seed: 42
# timestamp_utc: 2025-12-15T01:33:10.377747+00:00
# generator: scipy.stats.qmc
# scramble: true
#
row_id,dim_0,dim_1,dim_2,dim_3
274,7.5400495063513517e-01,6.8937822617590427e-01,1.9381493888795376e-01,6.8528872728347778e-01
275,1.2868702318519354e-01,3.1031068414449692e-01,8.2089033257216215e-01,1.2640373595058918e-01
276,6.5753486938774586e-02,6.0683241207152605e-01,5.7889647968113422e-01,5.8843880891799927e-02
277,9.4193925801664591e-01,3.9188840892165899e-01,4.6695770230144262e-01,5.0055785663425922e-01
278,6.7038476094603539e-01,9.9460404459387064e-01,9.8100746981799603e-01,2.7026542741805315e-01
279,2.9067253321409225e-01,6.1920238658785820e-03,9.6119600348174572e-02,7.8913824167102575e-01
280,3.3406971767544746e-01,6.7100813519209623e-01,8.8955671247094870e-01,5.8622645959258080e-01
281,7.0486842095851898e-01,3.3124747220426798e-01,3.0064955353736877e-05,9.8236335441470146e-02
282,9.3284573126584291e-01,8.0469041969627142e-01,5.4944207798689604e-01,8.6014688108116388e-01
283,5.9466139413416386e-02,1.9158380944281816e-01,4.3384129367768764e-01,3.2431780081242323e-01
284,2.4654709082096815e-01,8.9505731314420700e-01,1.6026927437633276e-01,4.8556372616440058e-01
285,8.7076400872319937e-01,1.0220217145979404e-01,7.9198344238102436e-01,9.5106579642742872e-01
286,5.1695014722645283e-01,5.0350150093436241e-01,2.7378328423947096e-01,2.1261015161871910e-01
287,3.9698876999318600e-01,4.9973937682807446e-01,6.4719654433429241e-01,7.2402129881083965e-01
288,3.7673837784677744e-01,9.0630407165735960e-01,8.4800871461629868e-01,8.1249686889350414e-01
289,5.0595445651561022e-01,8.9967318810522556e-02,2.2923446167260408e-01,2.5309948250651360e-01
290,8.5636142641305923e-01,5.5378030147403479e-01,7.1104193106293678e-01,5.2294460218399763e-01
291,2.2969571873545647e-01,4.4847260136157274e-01,3.3494361583143473e-01,4.2653636075556278e-02
292,4.2630149051547050e-02,6.5195862203836441e-01,7.6805844902992249e-02,1.4698428194969893e-01
293,9.1842801310122013e-01,3.5127739049494267e-01,9.3776757735759020e-01,6.6632323060184717e-01
294,6.9388787355273962e-01,7.6223386451601982e-01,4.8718721792101860e-01,4.3555801920592785e-01
295,3.1380395125597715e-01,2.3502065055072308e-01,6.2109805736690760e-01,8.7775142118334770e-01
296,3.1142238434404135e-01,5.8777884952723980e-01,3.9115894306451082e-01,7.3685124423354864e-01
297,6.8088856618851423e-01,4.1191474720835686e-01,5.2970858663320541e-01,2.0151732582598925e-01
298,9.5681840740144253e-01,9.5214344002306461e-01,4.3750726617872715e-02,9.6292409487068653e-01
299,8.2120599225163460e-02,4.9625284969806671e-02,9.0837443247437477e-01,4.7544635832309723e-01
300,1.4503875374794006e-01,8.4615929145365953e-01,6.8207426089793444e-01,3.3980179019272327e-01
301,7.6889923587441444e-01,1.5463967528194189e-01,3.0133713781833649e-01,8.5073350369930267e-01
302,6.1880773399025202e-01,7.3966822866350412e-01,7.5606788787990808e-01,1.1275064852088690e-01
303,4.9850422609597445e-01,2.5905559491366148e-01,1.3363165780901909e-01,5.7778657693415880e-01
304,4.6013381145894527e-01,7.1190052758902311e-01,5.3640741854906082e-01,3.9573231339454651e-01
305,5.7904829271137714e-01,2.8595822397619486e-01,4.1763271857053041e-01,9.1592963226139545e-01
306,8.0664407368749380e-01,8.2800462748855352e-01,8.9941777661442757e-01,1.8528458196669817e-01
307,1.8542383890599012e-01,1.7559137661010027e-01,2.3318954743444920e-02,6.2637548055499792e-01
308,1.2236727867275476e-01,9.7208150476217270e-01,2.6537191867828369e-01,5.5886453110724688e-01
309,9.9469949770718813e-01,3.0544722452759743e-02,6.2633415777236223e-01,5.6965555995702744e-04
310,6.4099286496639252e-01,6.1372887715697289e-01,1.7576095089316368e-01,7.7029079198837280e-01
311,2.7319036796689034e-01,3.8316011242568493e-01,8.0967223737388849e-01,2.8914146311581135e-01
312,3.5162126272916794e-01,7.8229114226996899e-01,2.0465232897549868e-01,8.6230606772005558e-02
313,7.3419284448027611e-01,2.1605929359793663e-01,8.4320241957902908e-01,5.9826459269970655e-01
314,8.8001563493162394e-01,6.7778372205793858e-01,3.5726697091013193e-01,3.6015775427222252e-01
315,2.9202969744801521e-03,3.2239782065153122e-01,7.2189118340611458e-01,8.2433555833995342e-01
316,1.8988013174384832e-01,5.2590101677924395e-01,9.9552234727889299e-01,9.8553835973143578e-01
317,8.1805693637579679e-01,4.7526365425437689e-01,1.1478471755981445e-01,4.5106257311999798e-01
318,5.4615154676139355e-01,8.8828196469694376e-01,5.6950831506401300e-01,7.1258950326591730e-01
319,4.1466143168509007e-01,1.1105158459395170e-01,4.4707163795828819e-01,2.2400950174778700e-01
320,4.1019416693598032e-01,7.5414273981004953e-01,6.0059922840446234e-01,6.0396922100335360e-01
321,5.3499854821711779e-01,2.4226270150393248e-01,4.7840663976967335e-01,8.4614864550530910e-02
322,8.2142744213342667e-01,6.4368433970957994e-01,9.6412846725434065e-01,8.1539558619260788e-01
323,2.0212982222437859e-01,3.5845835413783789e-01,8.3635030314326286e-02,3.7318659760057926e-01
324,1.4074219390749931e-02,5.6216753460466862e-01,3.2614587899297476e-01,4.4047083705663681e-01
325,8.8448382355272770e-01,4.4094301015138626e-01,6.9052592851221561e-01,9.9985275603830814e-01
326,7.2194217052310705e-01,9.1475240699946880e-01,2.3607699107378721e-01,2.3002312052994967e-01
327,3.4824977349489927e-01,8.2620900124311447e-02,8.7438296340405941e-01,7.1029855962842703e-01
328,2.7653417643159628e-01,7.4786902591586113e-01,1.4436683245003223e-01,9.1308933869004250e-01
329,6.5327689331024885e-01,2.5194991938769817e-01,7.7852231170982122e-01,4.0217321179807186e-01
330,9.9025893770158291e-01,8.5429910570383072e-01,2.9646259360015392e-01,6.4014058653265238e-01
331,1.1117994971573353e-01,1.4735094644129276e-01,6.5766892116516829e-01,1.7512006592005491e-01
332,1.7313882708549500e-01,9.4361983146518469e-01,9.3084220029413700e-01,1.4147841371595860e-02
333,8.0329928174614906e-01,5.7045203633606434e-02,5.4499260149896145e-02,5.4949728678911924e-01
334,5.9023654554039240e-01,5.7943827938288450e-01,5.0528608821332455e-01,2.8807500377297401e-01
335,4.6457529533654451e-01,4.1939563397318125e-01,3.8626722525805235e-01,7.7556820772588253e-01
336,4.8719437979161739e-01,6.2188579980283976e-01,7.8720430936664343e-01,1.8818330299109221e-01
337,6.1448784358799458e-01,3.7586178909987211e-01,1.6501222737133503e-01,7.4646259192377329e-01
338,7.8106170054525137e-01,9.8029952961951494e-01,6.5075646620243788e-01,4.7675693593919277e-01
339,1.4850609283894300e-01,2.3429571650922298e-02,2.7026347629725933e-01,9.5789085701107979e-01
340,8.6439565755426884e-02,8.1968128122389317e-01,1.2583590112626553e-02,8.5332963429391384e-01
341,9.6812732983380556e-01,1.8306278437376022e-01,8.7696319259703159e-01,3.3311678841710091e-01
342,6.7742221057415009e-01,7.0339402370154858e-01,4.2250710260123014e-01,5.6377735268324614e-01
343,2.9926090314984322e-01,2.9336854442954063e-01,5.6081256829202175e-01,1.2267098668962717e-01
344,3.2593207806348801e-01,8.8001727685332298e-01,4.5586966164410114e-01,2.6344710029661655e-01
345,6.9738190993666649e-01,1.1821543984115124e-01,5.9002463426440954e-01,7.9793829470872879e-01
346,9.0715249720960855e-01,5.1781936734914780e-01,1.0794250480830669e-01,3.6395854316651821e-02
347,3.8283553905785084e-02,4.8248847760260105e-01,9.6914838533848524e-01,5.2499144244939089e-01
348,2.2620266582816839e-01,6.8624153640121222e-01,7.4239032901823521e-01,6.6086272057145834e-01
349,8.4423428308218718e-01,3.1503417808562517e-01,3.6604783590883017e-01,1.4884420204907656e-01
350,5.1030012778937817e-01,7.9068797361105680e-01,8.1684181652963161e-01,8.8693555630743504e-01
351,3.8801296986639500e-01,2.0851259771734476e-01,1.9782346021384001e-01,4.2277327924966812e-01
352,4.0045464504510164e-01,6.3495568558573723e-01,3.0513356346637011e-01,1.0394861549139023e-01
353,5.2911210153251886e-01,3.6535493843257427e-01,6.7830269038677216e-01,5.8460305072367191e-01
354,8.6644551530480385e-01,7.7849508076906204e-01,1.2910430226475000e-01,3.1537017691880465e-01
355,2.3523768782615662e-01,2.1974028088152409e-01,7.6057432219386101e-01,8.7318339105695486e-01
356,4.7303201630711555e-02,9.2348082270473242e-01,5.1812258828431368e-01,9.4048166740685701e-01
357,9.2937887273728848e-01,7.5724554248154163e-02,4.0276598185300827e-01,4.9987053032964468e-01
358,7.1617874782532454e-01,5.3781495522707701e-01,9.2069148365408182e-01,7.3002731055021286e-01
359,3.3838913496583700e-01,4.6346566919237375e-01,3.1408939510583878e-02,2.1032680012285709e-01
360,2.8632734250277281e-01,8.6314887646585703e-01,9.4984225928783417e-01,4.1311474982649088e-01
361,6.5910969581454992e-01,1.4057547878473997e-01,6.4710241742432117e-02,9.0217642020434141e-01
362,9.4543183781206608e-01,7.2339366097003222e-01,6.1024652048945427e-01,1.4016119018197060e-01
363,7.7881110832095146e-02,2.7434931602329016e-01,4.9806360993534327e-01,6.7513187788426876e-01
364,1.3996301218867302e-01,5.7058874703943729e-01,2.2494947165250778e-01,5.1414364948868752e-01
365,7.5835106521844864e-01,4.2617086321115494e-01,8.5226896870881319e-01,4.9469044432044029e-02
366,5.9619046468287706e-01,9.6809543482959270e-01,3.3800557628273964e-01,7.8806417528539896e-01
367,4.7424543742090464e-01,3.4645568579435349e-02,7.0800101105123758e-01,2.7555043529719114e-01
368,4.5017310418188572e-01,9.8707410320639610e-01,1.1858927924185991e-01,6.8818840943276882e-01
369,5.7338508777320385e-01,1.4578906819224358e-02,9.9175789952278137e-01,2.4648990109562874e-01
370,7.8304904233664274e-01,5.9948562830686569e-01,4.4253710005432367e-01,9.7676684986799955e-01
371,1.6214281227439642e-01,4.0033637918531895e-01,5.7400667294859886e-01,4.5790956262499094e-01
372,1.0019930917769670e-01,6.9661968853324652e-01,8.3162360358983278e-01,3.5330330859869719e-01
373,9.6999355498701334e-01,3.0221897084265947e-01,2.1626744419336319e-01,8.3311451319605112e-01
374,6.3644057139754295e-01,8.4208169113844633e-01,7.3420009855180979e-01,6.3757663592696190e-02
375,2.6211660355329514e-01,1.5858795586973429e-01,3.4491806104779243e-01,6.2265824154019356e-01
376,3.6312906816601753e-01,5.1092176977545023e-01,6.3840070366859436e-01,7.6343718823045492e-01
377,7.3830895125865936e-01,4.9121611844748259e-01,2.5326919276267290e-01,2.9791959095746279e-01
378,9.0523405838757753e-01,9.0253856498748064e-01,7.9882788285613060e-01,5.3639074601233006e-01
379,2.4577931500971317e-02,9.3861966393887997e-02,1.8664541933685541e-01,2.4964131414890289e-02
380,2.1261816006153822e-01,7.9758533276617527e-01,4.1334054619073868e-01,1.6088240779936314e-01
381,8.4219282027333975e-01,1.9978519529104233e-01,5.4065959621220827e-01,6.4885694533586502e-01
382,5.5135019309818745e-01,6.6372000984847546e-01,2.6389051228761673e-02,3.8696188386529684e-01
383,4.2508884333074093e-01,3.3938788995146751e-01,8.9638397935777903e-01,9.2277555633336306e-01
384,4.2933923564851284e-01,9.4918156508356333e-01,4.2900944501161575e-01,4.6563625987619162e-01
385,5.4734772630035877e-01,5.4535041563212872e-02,5.5632909107953310e-01,9.6885847020894289e-01
386,8.3841327484697104e-01,5.9073738474398851e-01,1.0777551680803299e-02,2.3857938684523106e-01
387,2.1614972036331892e-01,4.0699784364551306e-01,8.8077283743768930e-01,6.9591344147920609e-01
388,2.9068888165056705e-02,7.3475418426096439e-01,6.5400725603103638e-01,6.1494400538504124e-01
389,9.0049511659890413e-01,2.6201317459344864e-01,2.6887514907866716e-01,7.1656443178653717e-02
390,7.3526588082313538e-01,8.5107190720736980e-01,7.8315379843115807e-01,8.4101114328950644e-01
391,3.6642006412148476e-01,1.5167684480547905e-01,1.7097097728401423e-01,3.4558739233762026e-01
392,2.5832561403512955e-01,5.4893062636256218e-01,8.1601663399487734e-01,1.7310326918959618e-02
393,6.3999120518565178e-01,4.5137248747050762e-01,2.0065987855195999e-01,5.4435114935040474e-01
394,9.7428590897470713e-01,9.1115898638963699e-01,7.4987352732568979e-01,3.0587833654135466e-01
395,9.6147251315414906e-02,8.7068865075707436e-02,3.6059113219380379e-01,7.5578124169260263e-01
396,1.5908066835254431e-01,7.5933827366679907e-01,1.0291877109557390e-01,9.3044253718107939e-01
397,7.8635148238390684e-01,2.3987461347132921e-01,9.7608798742294312e-01,3.7899116519838572e-01
398,5.7792563550174236e-01,6.5486137103289366e-01,4.5814722869545221e-01,6.4088455401360989e-01
399,4.4539220072329044e-01,3.4642676357179880e-01,5.8961715921759605e-01,1.6854723170399666e-01
400,4.7002532426267862e-01,6.7482041660696268e-01,2.4056186527013779e-01,8.6527334991842508e-01
401,6.0016265232115984e-01,3.2730996143072844e-01,8.6788100469857454e-01,3.2309568952769041e-01
402,7.6209985464811325e-01,7.8524824697524309e-01,3.2233757153153419e-01,5.9233022108674049e-01
403,1.3646220788359642e-01,2.1114477422088385e-01,6.9233241025358438e-01,9.6040716394782066e-02
404,7.3420910164713860e-02,8.8336648978292942e-01,9.6551342308521271e-01,2.1822390332818031e-01
405,9.5014002360403538e-01,1.1401154845952988e-01,8.0381763167679310e-02,7.2231187485158443e-01
406,6.6212248709052801e-01,5.3081220202147961e-01,5.9463704749941826e-01,4.9215676728636026e-01
407,2.8306662570685148e-01,4.7230320796370506e-01,4.8245473299175501e-01,9.4838092755526304e-01
408,3.4221040364354849e-01,8.2315256819128990e-01,5.0245005358010530e-01,6.8309109658002853e-01
409,7.1259783487766981e-01,1.7849269323050976e-01,3.8709380477666855e-01,1.3250572420656681e-01
410,9.2505576275289059e-01,7.1675305813550949e-01,9.3629934731870890e-01,8.9452308882027864e-01
411,5.1386015489697456e-02,2.8306120075285435e-01,4.7017399221658707e-02,4.2107563372701406e-01
412,2.3833058774471283e-01,6.1083090212196112e-01,2.8952051419764757e-01,2.6757851708680391e-01
413,8.6311231926083565e-01,3.8801550585776567e-01,6.6268928349018097e-01,7.9572947975248098e-01
414,5.2454127464443445e-01,9.7498186957091093e-01,1.4477188978344202e-01,5.7136498391628265e-02
415,4.0526582766324282e-01,2.5695526041090488e-02,7.7624131366610527e-01,5.0617341138422489e-01
416,3.8451213575899601e-01,5.6833810731768608e-01,7.2678312100470066e-01,9.6560921706259251e-01
417,5.1404888741672039e-01,4.3147332780063152e-01,3.5044003184884787e-01,4.6885309368371964e-01
418,8.4820644091814756e-01,9.5595715194940567e-01,8.3251500688493252e-01,7.3856089171022177e-01
419,2.2198252286761999e-01,4.5685390010476112e-02,2.1349629294127226e-01,1.9590332079678774e-01
420,3.5022807307541370e-02,8.7347142305225134e-01,4.4019891507923603e-01,1.1494649108499289e-01
421,9.1016525868326426e-01,1.2720112223178148e-01,5.7435448374599218e-01,5.7168256212025881e-01
422,7.0209006592631340e-01,7.2797883581370115e-01,1.2355239503085613e-01,3.4102415479719639e-01
423,3.2147184759378433e-01,2.7086258772760630e-01,9.8475863318890333e-01,8.4560681134462357e-01
424,3.0334368720650673e-01,9.3368128780275583e-01,2.8252727352082729e-02,5.1732882391661406e-01
425,6.7309907078742981e-01,6.2716404907405376e-02,8.9263292588293552e-01,4.4361271895468235e-02
426,9.6454638708382845e-01,5.4203392285853624e-01,4.0689584147185087e-01,8.0590537749230862e-01
427,9.0260804630815983e-02,4.6010102238506079e-01,5.4520166479051113e-01,2.5578661635518074e-01
428,1.5331724565476179e-01,6.3233883120119572e-01,8.0281110014766455e-01,4.3042952381074429e-01
429,7.7649084385484457e-01,3.7077946215867996e-01,1.8061842210590839e-01,8.7897174432873726e-01
430,6.1115461774170399e-01,7.6623473875224590e-01,6.3508262019604445e-01,1.4088207017630339e-01
431,4.9028724990785122e-01,2.3114631697535515e-01,2.5458927266299725e-01,6.6852111462503672e-01
432,4.6810688544064760e-01,8.0960160121321678e-01,9.1516990400850773e-01,3.6528537049889565e-01
433,5.8645702991634607e-01,1.8862336687743664e-01,3.8827321492135525e-02,8.2311608456075191e-01
434,7.9929684475064278e-01,6.6609265655279160e-01,5.2089419029653072e-01,9.2333697713911533e-02
435,1.7738924920558929e-01,3.3420743979513645e-01,4.0187592338770628e-01,5.9606585931032896e-01
436,1.1447097547352314e-01,5.0645860936492682e-01,1.2875402159988880e-01,7.1820639912039042e-01
437,9.8721589706838131e-01,4.9482485372573137e-01,7.6290914323180914e-01,2.2230077814310789e-01
438,6.4853798132389784e-01,8.9209401141852140e-01,3.1213041953742504e-01,9.9212873354554176e-01
439,2.8102516289800406e-01,1.0711430851370096e-01,6.7333615105599165e-01,4.4837652705609798e-01
440,3.4419774543493986e-01,6.9227858725935221e-01,3.4175803419202566e-01,1.8308762181550264e-01
441,7.2623455431312323e-01,3.0546149145811796e-01,7.0613772608339787e-01,6.3248058315366507e-01
442,8.8803448714315891e-01,8.3200335223227739e-01,2.2040874790400267e-01,3.9451106637716293e-01
443,1.0283259674906731e-02,1.7171823885291815e-01,8.5871412418782711e-01,9.2105523683130741e-01
444,1.9734894856810570e-01,9.9945657886564732e-01,6.1627015378326178e-01,7.6760654896497726e-01
445,8.2596801966428757e-01,3.2949969172477722e-03,4.9407792277634144e-01,2.9573387838900089e-01
446,5.3830101806670427e-01,6.0198035649955273e-01,9.4851875584572554e-01,5.5715400446206331e-01
447,4.0713205281645060e-01,3.9478972181677818e-01,6.8025914952158928e-02,6.1845099553465843e-03
448,4.1841042973101139e-01,7.2049616090953350e-01,9.7988432366400957e-01,6.3403862807899714e-01
449,5.4265047423541546e-01,2.7920518442988396e-01,9.9147289991378784e-02,1.7731766682118177e-01
450,8.1383703183382750e-01,8.6604971624910831e-01,5.8508989308029413e-01,9.0796106681227684e-01
451,1.9385205116122961e-01,1.3572675734758377e-01,4.6265357360243797e-01,4.0339334122836590e-01
452,5.9328200295567513e-03,9.6324385423213243e-01,1.8907402921468019e-01,2.8148385509848595e-01
453,8.7675512675195932e-01,3.7547363899648190e-02,8.2762352377176285e-01,7.7825502865016460e-01
454,7.2973237559199333e-01,5.7544175628572702e-01,3.7290803436189890e-01,8.5321972146630287e-03
455,3.5632965713739395e-01,4.2327431868761778e-01,7.3753188923001289e-01,5.5120475869625807e-01
456,2.6886746659874916e-01,7.7357913088053465e-01,2.8094992041587830e-01,8.1661748886108398e-01
457,6.4507541060447693e-01,2.2269976977258921e-01,6.4191156346350908e-01,3.6806033737957478e-01
458,9.9852097500115633e-01,6.3986639585345984e-01,1.6011935099959373e-01,6.0616504866629839e-01
459,1.1878609750419855e-01,3.6239401716738939e-01,7.9403027985244989e-01,7.8510894440114498e-02
460,1.8085274379700422e-01,5.3485117107629776e-01,5.5204395204782486e-01,2.3173239547759295e-01
461,8.1145546492189169e-01,4.6837733127176762e-01,4.3326984811574221e-01,7.0468495693057775e-01
462,5.8214092440903187e-01,9.2643744871020317e-01,8.8383494690060616e-01,4.4315585494041443e-01
463,4.5680082403123379e-01,7.0809556171298027e-02,7.7364826574921608e-03,9.9325956590473652e-01
464,4.9472494889050722e-01,8.9964249543845654e-01,6.6649369616061449e-01,3.4685551188886166e-02
465,6.2233908567577600e-01,9.8715450614690781e-02,2.8575621545314789e-01,5.3060610312968493e-01
466,7.7314989641308784e-01,5.1382404007017612e-01,7.7170692477375269e-01,2.6076311059296131e-01
467,1.4103607833385468e-01,4.8636501282453537e-01,1.4927009865641594e-01,8.0453042685985565e-01
468,7.9077320173382759e-02,6.5886985976248980e-01,3.7551507819443941e-01,8.8571444340050220e-01
469,9.6010967157781124e-01,3.4228730108588934e-01,5.1406507939100266e-01,4.2789871990680695e-01
470,6.8537931423634291e-01,8.0243977252393961e-01,5.9326224960386753e-02,6.5866610314697027e-01
471,3.0668371077626944e-01,1.9688626658171415e-01,9.2395052686333656e-01,1.5494899172335863e-01
472,3.1809657346457243e-01,5.9457206260412931e-01,9.2448458075523376e-02,4.8334729485213757e-01
473,6.8983560707420111e-01,4.0329443756490946e-01,9.5341054815798998e-01,9.5520485565066338e-01
474,9.1463729180395603e-01,9.9198719765990973e-01,4.7161022946238518e-01,1.9379973690956831e-01
475,4.6180574223399162e-02,1.1616555042564869e-02,6.0552166495472193e-01,7.4475430045276880e-01
476,2.3423605784773827e-01,8.3912029117345810e-01,8.6358874291181564e-01,5.6988033931702375e-01
477,8.5158079117536545e-01,1.6349818743765354e-01,2.4481413234025240e-01,1.2047232780605555e-01
478,5.0289210397750139e-01,6.9957869872450829e-01,6.9540259614586830e-01,8.5845687799155712e-01
479,3.8004108611494303e-01,2.9730254225432873e-01,3.1930368486791849e-01,3.3189771696925163e-01
480,3.9298606477677822e-01,8.5915211867541075e-01,1.7584751453250647e-01,1.3405617699027061e-01
481,5.2120077796280384e-01,1.4445439819246531e-01,8.0756108649075031e-01,6.7732874862849712e-01
482,8.7429533060640097e-01,7.4301744904369116e-01,2.5814192276448011e-01,4.0798905584961176e-01
483,2.4276778381317854e-01,2.5485171098262072e-01,6.3155482523143291e-01,9.0339775662869215e-01
484,5.4727436043322086e-02,5.8233911544084549e-01,9.0519348438829184e-01,7.8147178981453180e-01
485,9.3733644951134920e-01,4.1454691626131535e-01,1.5667432919144630e-02,2.7823464851826429e-01
486,7.0815965533256531e-01,9.4072232767939568e-01,5.3385948669165373e-01,5.0852876529097557e-01
487,3.3102640882134438e-01,6.1901075765490532e-02,4.1825906001031399e-01,5.1179600879549980e-02
488,2.9422292858362198e-01,6.4664096944034100e-01,5.6325821764767170e-01,3.1658950168639421e-01
489,6.6659400984644890e-01,3.5354335233569145e-01,4.5132003631442785e-01,8.6805592384189367e-01
490,9.3788696173578501e-01,7.5117895938456059e-01,9.9658880941569805e-01,1.0614749789237976e-01
491,7.0046079345047474e-02,2.4717435985803604e-01,1.1170129757374525e-01,5.7849981077015400e-01
492,1.3198970165103674e-01,9.1966311354190111e-01,3.5374676622450352e-01,7.3173582553863525e-01
493,7.5094256829470396e-01,7.9659982584416866e-02,7.2349742706865072e-01,2.0471011288464069e-01
494,6.0353840701282024e-01,5.5725158099085093e-01,2.0945576392114162e-01,9.4316792208701372e-01
495,4.8227931000292301e-01,4.4390250276774168e-01,8.3653079997748137e-01,4.9327994789928198e-01
496,4.4189485255628824e-01,5.2267381083220243e-01,4.8929893877357244e-01,5.3468302078545094e-01
497,5.6579324323683977e-01,4.7958954516798258e-01,6.2101295776665211e-01,3.0579999089241028e-02
498,7.9070144146680832e-01,8.7516713049262762e-01,7.1585687808692455e-02,7.6075014378875494e-01
499,1.7036050185561180e-01,1.2111484725028276e-01,9.4499909691512585e-01,3.0451099295169115e-01
500,1.0827871970832348e-01,7.9359024018049240e-01,7.1869116183370352e-01,3.8574153091758490e-01
501,9.7778233326971531e-01,2.0366149581968784e-01,3.2916460372507572e-01,9.2790408153086901e-01
502,6.2871235515922308e-01,6.8334546312689781e-01,8.4738002251833677e-01,1.5868455357849598e-01
503,2.5397663842886686e-01,3.1988766603171825e-01,2.3177914880216122e-01,6.5495912730693817e-01
504,3.7073569651693106e-01,9.8325854353606701e-01,7.5182095356285572e-01,9.8336026351898909e-01
505,7.4657242279499769e-01,1.8513139337301254e-02,1.3988232519477606e-01,4.5522429142147303e-01
506,8.9703210256993771e-01,6.1892440356314182e-01,6.8515920452773571e-01,6.9380226545035839e-01
507,1.6909794881939888e-02,3.8077201694250107e-01,3.0027118604630232e-01,2.4478040263056755e-01
508,2.0484416186809540e-01,7.0830711442977190e-01,4.2141178622841835e-02,6.9861887022852898e-02
509,8.3409862592816353e-01,2.9040619637817144e-01,9.1189234610646963e-01,6.2046219035983086e-01
510,5.5950589571148157e-01,8.1476771179586649e-01,3.9782731793820858e-01,3.5842979233711958e-01
511,4.3280132580548525e-01,1.8602084647864103e-01,5.2490280102938414e-01,8.3189235720783472e-01
512,4.3217256665229797e-01,7.1077883429825306e-01,4.6402217354625463e-01,9.9828398879617453e-01
513,5.5989137664437294e-01,2.9293870925903320e-01,5.8377345092594624e-01,4.4035922456532717e-01
514,8.3559709880501032e-01,8.1327215395867825e-01,1.0101183038204908e-01,7.0971607603132725e-01
515,2.0358890760689974e-01,1.8446401134133339e-01,9.7808719985187054e-01,2.2892905026674271e-01
516,1.6525185666978359e-02,9.8072549793869257e-01,7.3615629132837057e-01,8.5212850943207741e-02
517,8.9766171853989363e-01,1.6040894202888012e-02,3.7421753443777561e-01,6.0504779964685440e-01
518,7.4782676063477993e-01,6.2048072088509798e-01,8.2576730381697416e-01,3.7477085646241903e-01
519,3.6923629231750965e-01,3.8226706441491842e-01,1.9087941013276577e-01,8.1549169588834047e-01
520,2.5552852265536785e-01,7.9514679964631796e-01,7.9687209613621235e-01,5.5007988773286343e-01
521,6.2740368582308292e-01,2.0515725482255220e-01,1.5734542813152075e-01,1.5241790562868118e-02
522,9.7706966008991003e-01,6.8081265967339277e-01,6.4425743930041790e-01,7.7713685762137175e-01
523,1.0874811839312315e-01,3.1741613242775202e-01,2.7865667920559645e-01,2.8818673733621836e-01
524,1.7166823986917734e-01,5.2117848768830299e-01,4.9034599214792252e-03,4.0058907400816679e-01
525,7.8914864081889391e-01,4.7803342901170254e-01,8.8661760743707418e-01,9.1299311164766550e-01
526,5.6532470136880875e-01,8.7763908505439758e-01,4.3091744743287563e-01,1.7452195845544338e-01
527,4.4260839745402336e-01,1.2364807911217213e-01,5.5433073174208403e-01,6.3906212523579597e-01
528,4.8084103967994452e-01,9.2103658802807331e-01,1.5058603789657354e-01,3.3299207035452127e-01
529,6.0522007476538420e-01,8.1094726920127869e-02,7.7033680863678455e-01,8.5171676706522703e-01
530,7.5126698426902294e-01,5.5490191839635372e-01,2.8755277674645185e-01,1.2155998125672340e-01
531,1.3142194785177708e-01,4.4149203971028328e-01,6.6462769918143749e-01,5.6314693950116634e-01
532,6.8363659083843231e-02,6.4520670566707850e-01,9.2264338489621878e-01,7.4758908525109291e-01
533,9.3932449445128441e-01,3.5217036586254835e-01,6.0705075040459633e-02,1.8879820965230465e-01
534,6.6716256085783243e-01,7.5358991790562868e-01,5.1226199697703123e-01,9.5803108159452677e-01
535,2.9389932472258806e-01,2.4952452536672354e-01,3.7737460993230343e-01,4.7835431527346373e-01
536,3.3131267223507166e-01,5.8474983926862478e-01,6.0829407162964344e-01,1.4995508641004562e-01
537,7.0763005781918764e-01,4.1689636278897524e-01,4.6876791026443243e-01,6.6149325110018253e-01
538,9.3596683442592621e-01,9.3928782921284437e-01,9.5570233277976513e-01,4.2289811838418245e-01
539,5.6340444833040237e-02,6.0527370311319828e-02,9.0102019719779491e-02,8.8854830618947744e-01
540,2.4329819343984127e-01,8.5680221393704414e-01,3.1652427650988102e-01,7.9779795277863741e-01
541,8.7400986440479755e-01,1.4204322360455990e-01,6.9823797699064016e-01,2.6184984203428030e-01
542,5.1958703156560659e-01,7.4439068138599396e-01,2.4253066442906857e-01,5.2386506646871567e-01
543,3.9435492735356092e-01,2.5628574378788471e-01,8.6594344209879637e-01,3.5780826583504677e-02
544,3.7946430966258049e-01,8.3774668630212545e-01,6.2926944810897112e-01,4.9826529063284397e-01
545,5.0322369486093521e-01,1.6206378210335970e-01,2.6049470901489258e-01,9.4034931808710098e-01
546,8.5327143687754869e-01,7.0192823093384504e-01,8.0477976892143488e-01,2.0968875940889120e-01
547,2.3279053810983896e-01,2.9971334431320429e-01,1.7868098244071007e-01,7.2892393637448549e-01
548,4.5847932808101177e-02,5.9600595012307167e-01,4.2055275011807680e-01,5.8522558864206076e-01
549,9.1521303262561560e-01,4.0466753207147121e-01,5.3151495009660721e-01,1.0506748128682375e-01
550,6.9128210283815861e-01,9.8957586288452148e-01,1.8441745080053806e-02,8.7477313913404942e-01
