# QMC Seed Set
# seed_set_id: phi_qmc_001
# qmc_type: sobol
# num_samples: 1000
# dimensions: 5
# seed: 42
# timestamp_utc: 2025-12-16T03:09:52.653333+00:00
# generator: scipy.stats.qmc
# scramble: true
#
row_id,dim_0,dim_1,dim_2,dim_3,dim_4
221,8.2316311914473772e-01,2.8829024732112885e-01,9.2475404310971498e-01,3.0465655215084553e-01,1.6280811838805676e-01
222,6.5532912965863943e-01,9.8566096741706133e-01,4.6068038698285818e-01,5.3059176728129387e-01,4.2249108757823706e-01
223,3.9129701163619757e-01,8.8407332077622414e-03,6.9774131104350090e-01,1.0054082516580820e-01,9.8336007818579674e-01
224,3.8888242933899164e-01,7.4062551744282246e-01,9.6844899654388428e-01,4.0991918090730906e-01,1.8781382776796818e-01
225,6.2650112155824900e-01,2.6389350555837154e-01,1.8988495599478483e-01,9.6328170225024223e-01,6.5432056132704020e-01
226,8.3244464080780745e-01,9.6129819285124540e-01,6.6332655493170023e-01,2.3706849105656147e-01,8.8287589699029922e-01
227,8.9671830646693707e-02,3.1258075498044491e-02,4.3261420913040638e-01,6.3612859603017569e-01,4.5924734603613615e-01
228,2.1382956020534039e-01,7.5126941874623299e-01,1.0031477548182011e-02,6.1057128198444843e-01,2.9253688640892506e-01
229,9.5828465186059475e-01,2.4322636425495148e-01,7.7297059632837772e-01,8.4181940183043480e-03,8.6509220395237207e-01
230,5.0066111609339714e-01,5.4634383041411638e-01,3.6210528761148453e-01,7.8147254232317209e-01,5.9745812416076660e-01
231,2.6472470536828041e-01,4.6011474076658487e-01,6.0844256263226271e-01,3.3751310035586357e-01,6.0151594690978527e-02
232,3.5981511790305376e-01,8.8061412516981363e-01,3.0284934770315886e-01,1.1833862401545048e-01,7.0986622851341963e-01
233,6.2480901647359133e-01,1.2293681222945452e-01,5.4283916950225830e-01,5.0052876677364111e-01,1.3349671661853790e-01
234,9.1616898681968451e-01,6.6750980913639069e-01,7.6721789315342903e-02,2.8923817072063684e-01,4.0492996666580439e-01
235,1.6170697566121817e-01,3.3189060166478157e-01,8.3135991636663675e-01,8.2962541654706001e-01,9.3842135556042194e-01
236,3.5836445167660713e-02,6.1190023925155401e-01,7.2257439233362675e-01,9.1780664119869471e-01,8.0979780387133360e-01
237,7.9204177297651768e-01,3.8553395401686430e-01,4.9820949230343103e-01,4.5551632717251778e-01,3.4710627049207687e-01
238,7.4893622100353241e-01,8.4050746820867062e-01,9.0175058227032423e-01,7.4495814181864262e-01,1.1472118739038706e-01
239,4.8568563908338547e-01,1.6107721813023090e-01,1.3148752599954605e-01,1.2836100067943335e-01,5.4216399230062962e-01
240,4.4129553344100714e-01,8.5108266957104206e-01,5.2883210871368647e-01,7.7176745701581240e-01,4.7267594654113054e-01
241,6.9957079645246267e-01,1.5612279437482357e-01,2.5026705302298069e-01,3.5930411517620087e-01,9.3195093981921673e-01
242,7.7512201387435198e-01,5.7199936639517546e-01,8.4866382926702499e-01,5.6961814872920513e-01,6.6824322845786810e-01
243,2.1511633880436420e-02,4.2373138573020697e-01,1.1795059125870466e-01,6.1457226984202862e-02,2.3640255257487297e-01
244,1.4759792387485504e-01,6.4126770570874214e-01,4.4574932754039764e-01,1.9208703748881817e-01,1.5478719957172871e-02
245,8.9903774112462997e-01,3.5249678790569305e-01,7.0868934225291014e-01,6.8465102743357420e-01,5.7964262925088406e-01
246,5.7565505988895893e-01,9.3609809596091509e-01,1.7283833865076303e-01,3.9618577528744936e-01,8.1992908474057913e-01
247,3.1520923413336277e-01,6.9141143001616001e-02,9.1917662508785725e-01,9.8055611550807953e-01,2.7520388737320900e-01
248,3.1020576041191816e-01,5.1987855974584818e-01,2.3843791522085667e-01,6.9985266588628292e-01,9.8700048401951790e-01
249,5.4892022442072630e-01,4.8049777466803789e-01,9.7842875216156244e-01,1.7676334362477064e-01,4.1883922275155783e-01
250,9.7655475232750177e-01,8.0701850354671478e-01,3.8735619466751814e-01,9.0395311731845140e-01,1.8256609700620174e-01
251,2.2681916598230600e-01,1.8969582393765450e-01,6.4199521392583847e-01,4.7266668826341629e-01,7.2329298127442598e-01
252,1.0293395444750786e-01,9.7211182024329901e-01,7.8307236265391111e-01,2.7965710777789354e-01,5.2482914552092552e-01
253,8.5043794289231300e-01,2.6542062871158123e-02,5.8706566691398621e-02,8.5153651982545853e-01,6.9552405737340450e-02
254,6.7503703944385052e-01,7.0047478936612606e-01,5.8723335154354572e-01,7.7505609020590782e-02,3.2927736453711987e-01
255,4.3409097753465176e-01,3.0184106715023518e-01,3.1696928385645151e-01,5.5369185190647840e-01,7.6511533278971910e-01
256,4.3590268585830927e-01,7.0141207054257393e-01,1.8760365992784500e-01,3.3810191974043846e-01,6.0556168574839830e-01
257,6.7372117284685373e-01,3.0310975015163422e-01,9.6665583830326796e-01,7.8472992125898600e-01,4.9118725582957268e-02
258,8.4767976682633162e-01,9.6877652127295732e-01,4.3025647196918726e-01,1.0943121276795864e-02,2.8550158347934484e-01
259,1.0519639682024717e-01,2.3782306350767612e-02,6.6145724989473820e-01,6.1189249344170094e-01,8.6919772252440453e-01
260,2.2911201231181622e-01,8.0574314482510090e-01,7.7142151538282633e-01,6.3360262569040060e-01,8.8258675206452608e-01
261,9.7376594506204128e-01,1.8875186704099178e-01,7.9943854361772537e-03,2.3575017042458057e-01,4.6246581338346004e-01
262,5.4763500019907951e-01,5.2263164054602385e-01,6.0681745409965515e-01,9.6269583329558372e-01,2.0265973266214132e-01
263,3.1198707595467567e-01,4.8382639791816473e-01,3.5999163519591093e-01,4.0666081849485636e-01,6.4240445569157600e-01
264,3.1259602028876543e-01,9.3545454647392035e-01,5.4072605352848768e-01,1.2583726551383734e-01,1.1980134621262550e-01
265,5.7778780627995729e-01,6.8097527138888836e-02,3.0122465640306473e-01,7.4363764561712742e-01,5.3610714431852102e-01
266,9.0064346697181463e-01,6.4440845511853695e-01,8.2932324148714542e-01,4.5492822304368019e-01,7.9974338971078396e-01
267,1.4647280331701040e-01,3.5499333031475544e-01,7.5173244811594486e-02,9.1455045435577631e-01,3.5618447232991457e-01
268,2.0356105640530586e-02,5.7304965797811747e-01,4.9634072370827198e-01,8.3021247759461403e-01,3.9203540608286858e-01
269,7.7675836719572544e-01,4.2438161093741655e-01,7.2021707240492105e-01,2.9249724838882685e-01,9.5229262020438910e-01
270,7.0167289674282074e-01,8.4859280288219452e-01,1.2969478499144316e-01,5.0305545236915350e-01,7.1211005561053753e-01
271,4.3871270865201950e-01,1.5298872068524361e-01,8.9946982264518738e-01,1.1965813674032688e-01,1.3222911674529314e-01
272,4.8782560136169195e-01,8.4360613301396370e-01,2.5212142709642649e-01,9.8411768674850464e-01,8.2061460055410862e-01
273,7.4630065914243460e-01,1.6360034048557281e-01,5.3117449767887592e-01,3.9659050572663546e-01,2.7158833388239145e-01
274,7.9084732849150896e-01,6.1121484357863665e-01,1.1975891888141632e-01,6.8627649080008268e-01,5.3100287914276123e-05
275,3.7526388652622700e-02,3.8451715651899576e-01,8.5096071194857359e-01,1.9442793540656567e-01,5.9213868808001280e-01
276,1.6336674988269806e-01,6.6497810371220112e-01,7.1078764647245407e-01,5.9832806698977947e-02,6.5974329598248005e-01
277,9.1500540822744370e-01,3.2878335379064083e-01,4.4735950510948896e-01,5.6727435998618603e-01,2.4783250782638788e-01
278,6.2214257009327412e-01,8.8162233959883451e-01,9.2122930381447077e-01,3.5573959350585938e-01,4.8029096424579620e-01
279,3.6198523081839085e-01,1.2361362483352423e-01,1.7440258897840977e-01,7.7136371005326509e-01,9.2726546805351973e-01
280,2.6347685139626265e-01,5.4298195149749517e-01,9.7999246604740620e-01,5.5206519644707441e-01,3.4275187831372023e-01
281,5.0238920282572508e-01,4.5739706885069609e-01,2.4049017671495676e-01,7.5163995847105980e-02,7.5066435337066650e-01
282,9.6053904388099909e-01,7.5217988155782223e-01,6.4360497426241636e-01,8.4797423332929611e-01,5.2218823228031397e-01
283,2.1109480503946543e-01,2.4453689344227314e-01,3.8945396244525909e-01,2.7925118524581194e-01,7.1216376498341560e-02
284,8.6967241019010544e-02,9.6402444783598185e-01,6.1002912931144238e-02,4.7623001784086227e-01,1.7690598499029875e-01
285,8.3466816321015358e-01,3.4628537483513355e-02,7.8488027304410934e-01,9.0435614902526140e-01,7.2992954403162003e-01
286,6.2826008908450603e-01,7.3932357132434845e-01,3.1931125558912754e-01,1.7838704865425825e-01,9.9745198432356119e-01
287,3.8760442100465298e-01,2.6299162581562996e-01,5.8908718917518854e-01,7.0219526253640652e-01,4.0936465002596378e-01
288,3.9300238341093063e-01,9.8647570516914129e-01,8.2710276264697313e-01,7.5998569093644619e-01,6.3827433809638023e-01
289,6.5411959588527679e-01,1.0231967084109783e-02,8.1253727898001671e-02,3.6291095893830061e-01,2.0680130925029516e-01
290,8.2051222957670689e-01,7.1496074460446835e-01,5.5319996550679207e-01,5.8909034449607134e-01,4.4319563917815685e-01
291,6.9865869358181953e-02,2.8540890105068684e-01,2.9270230140537024e-01,3.3802531659603119e-02,9.0186075586825609e-01
292,1.9402371998876333e-01,5.0493197981268167e-01,1.5136980637907982e-01,2.1167736966162920e-01,8.4989653900265694e-01
293,9.4635236170142889e-01,4.9737721402198076e-01,8.8159377034753561e-01,6.5761824697256088e-01,3.0480656679719687e-01
294,5.2827947307378054e-01,7.9219399392604828e-01,4.7222382295876741e-01,3.8453001342713833e-01,4.4958552345633507e-02
295,2.6884454209357500e-01,2.0645319297909737e-01,7.4834656529128551e-01,9.8476174753159285e-01,6.0973328817635775e-01
296,3.5563412681221962e-01,6.2695150449872017e-01,4.1343398950994015e-01,7.0394003856927156e-01,1.5149929095059633e-01
297,5.9725157544016838e-01,3.6878590285778046e-01,6.8223224300891161e-01,1.6547760367393494e-01,6.9283605180680752e-01
298,9.2816243134438992e-01,9.2165982443839312e-01,2.1858678665012121e-01,8.7679445557296276e-01,9.5642273779958487e-01
299,1.8145189993083477e-01,8.5552328266203403e-02,9.3953366950154305e-01,4.9261942040175200e-01,3.8789382949471474e-01
300,5.5581252090632915e-02,8.6605023033916950e-01,6.1199790891259909e-01,2.5212830118834972e-01,3.6034464556723833e-01
301,8.0403510015457869e-01,1.3919567130506039e-01,3.5882472619414330e-01,8.7064632307738066e-01,7.9557178728282452e-01
302,7.2137890104204416e-01,5.8684485685080290e-01,7.5989389233291149e-01,8.1230704672634602e-02,5.5540832784026861e-01
303,4.8150476906448603e-01,4.0692633297294378e-01,2.3321931250393391e-02,5.4154005646705627e-01,1.0049636289477348e-01
304,4.6848673187196255e-01,5.9742000605911016e-01,6.3746340200304985e-01,4.3720387853682041e-01,9.1577393840998411e-01
305,7.0314140431582928e-01,4.0197184216231108e-01,3.9161347504705191e-01,9.4343951251357794e-01,4.9177869409322739e-01
306,7.5574326887726784e-01,8.2614930532872677e-01,9.8857592511922121e-01,2.3309922311455011e-01,2.2022435907274485e-01
307,1.0128509253263474e-02,1.7739303596317768e-01,2.2807724587619305e-01,6.4754793420433998e-01,6.8734001554548740e-01
308,1.3621492031961679e-01,8.9541765395551920e-01,3.3712622243911028e-01,6.0672801826149225e-01,5.6456056516617537e-01
309,8.7965911719948053e-01,1.0615846235305071e-01,5.6735119782388210e-01,2.0436320453882217e-02,2.7619764208793640e-02
310,5.7922555040568113e-01,6.8243540823459625e-01,3.2934520393610001e-02,8.0887537635862827e-01,2.6012778375297785e-01
311,3.4240031521767378e-01,3.1499018147587776e-01,8.0905815865844488e-01,3.1829282548278570e-01,8.3207132108509541e-01
312,2.8319766558706760e-01,7.6572867110371590e-01,9.9045029841363430e-02,9.8992460407316685e-02,4.3697279877960682e-01
313,5.4516650922596455e-01,2.2683615982532501e-01,8.6784417554736137e-01,5.2829399332404137e-01,9.6985526476055384e-01
314,9.9575038999319077e-01,5.6068101245909929e-01,2.7918250672519207e-01,3.0113804526627064e-01,7.4142107367515564e-01
315,2.3838539421558380e-01,4.4384660664945841e-01,5.0013040471822023e-01,8.2615218218415976e-01,1.6541825514286757e-01
316,1.1450006533414125e-01,7.2577430494129658e-01,9.2245731316506863e-01,9.2934423871338367e-01,8.2676926627755165e-02
317,8.6963346321135759e-01,2.8069283626973629e-01,1.6928311903029680e-01,4.5117703732103109e-01,5.1073151174932718e-01
318,6.7128344532102346e-01,9.4632491003721952e-01,6.9539901521056890e-01,7.2524183336645365e-01,7.7824247628450394e-01
319,4.0708300378173590e-01,4.8179476521909237e-02,4.5882615819573402e-01,1.5528329834342003e-01,3.1518521439284086e-01
320,4.1596888843923807e-01,7.8345125354826450e-01,7.2684565465897322e-01,5.1676265895366669e-01,2.1803990844637156e-01
321,6.6240333113819361e-01,2.1300357393920422e-01,4.8978450149297714e-01,1.0210188198834658e-01,6.2604396976530552e-01
322,8.6294871103018522e-01,5.1218055468052626e-01,8.9137342013418674e-01,8.1266004871577024e-01,8.9748765062540770e-01
323,1.2117915134876966e-01,4.8842476960271597e-01,1.3771095965057611e-01,3.0620829574763775e-01,4.4660737365484238e-01
324,2.4726366065442562e-01,7.0841705426573753e-01,3.1029729731380939e-01,4.4123257230967283e-01,3.0136615131050348e-01
325,9.8686265759170055e-01,2.9415833204984665e-01,5.3173340205103159e-01,9.3208752386271954e-01,8.5429819114506245e-01
326,5.3848939016461372e-01,9.9543481040745974e-01,6.7568193189799786e-02,1.4337812364101410e-01,6.2193128746002913e-01
327,2.8988438472151756e-01,2.9900530353188515e-03,8.3685569465160370e-01,7.2994579840451479e-01,3.3752426505088806e-02
328,3.3566216100007296e-01,5.7968221697956324e-01,1.8501505255699158e-03,9.4899802189320326e-01,6.9720724225044250e-01
329,5.8597330469638109e-01,4.1578923631459475e-01,7.7748552244156599e-01,4.2420001886785030e-01,1.4808945637196302e-01
330,8.8859841879457235e-01,8.7463455647230148e-01,3.6857238505035639e-01,6.5114564448595047e-01,3.7665713019669056e-01
331,1.2726615276187658e-01,1.3279968127608299e-01,5.9830906428396702e-01,2.2205619234591722e-01,9.6865119133144617e-01
332,3.3827219158411026e-03,9.1279023047536612e-01,9.5709861163049936e-01,2.4652011692523956e-02,7.8337187319993973e-01
333,7.6248339004814625e-01,9.2708277516067028e-02,1.9708828814327717e-01,5.9433458466082811e-01,3.7155267130583525e-01
334,7.1208832412958145e-01,6.3334083370864391e-01,6.6857771575450897e-01,3.2054780703037977e-01,1.0393867827951908e-01
335,4.5954558253288269e-01,3.6019491590559483e-01,4.2321599554270506e-01,7.9844262264668941e-01,5.5100476089864969e-01
336,4.7280294355005026e-01,6.7543681897222996e-01,7.9149258323013783e-01,1.6077358648180962e-01,4.9518859200179577e-01
337,7.3007495608180761e-01,3.2419261150062084e-01,5.4432445205748081e-02,7.1584526542574167e-01,9.1140280384570360e-01
338,8.1102407444268465e-01,9.0392186027020216e-01,5.8100515138357878e-01,4.8987620230764151e-01,6.7511149868369102e-01
339,4.8597943969070911e-02,9.9369547329843044e-02,3.2734358310699463e-01,8.8673885352909565e-01,2.3146100249141455e-01
340,1.7275769263505936e-01,8.1695547327399254e-01,2.4954845290631056e-01,8.6557613965123892e-01,1.6411682590842247e-02
341,9.3686610460281372e-01,1.8440022319555283e-01,9.7098366171121597e-01,2.6562036760151386e-01,5.7676041591912508e-01
342,6.0423291660845280e-01,6.0421748925000429e-01,3.8186518289148808e-01,5.3843058273196220e-01,8.3647494390606880e-01
343,3.4864318557083607e-01,3.9347620401531458e-01,6.5115167293697596e-01,9.2762091197073460e-02,2.5668553169816732e-01
344,2.7576484810560942e-01,9.3797506485134363e-01,4.4123154226690531e-01,3.7334366049617529e-01,9.8208569642156363e-01
345,5.2134956698864698e-01,5.4809947498142719e-02,7.1686589904129505e-01,7.5773076154291630e-01,4.2573425546288490e-01
346,9.3771918956190348e-01,7.3268338292837143e-01,1.8296897411346436e-01,4.6196032315492630e-02,1.6200645733624697e-01
347,2.0266635809093714e-01,2.7157637104392052e-01,9.1270476114004850e-01,5.8487458620220423e-01,7.4579412303864956e-01
348,7.6793808490037918e-02,5.5404194351285696e-01,5.2163163572549820e-01,6.6866134479641914e-01,5.0632980372756720e-01
349,8.1358995661139488e-01,4.5218785386532545e-01,2.6162220817059278e-01,2.0807959232479334e-01,8.6117278784513474e-02
350,6.4547880552709103e-01,7.7483656816184521e-01,8.5806490574032068e-01,9.9776555504649878e-01,3.2639139611274004e-01
351,4.0163740329444408e-01,2.1991851367056370e-01,1.1270419694483280e-01,3.7897155620157719e-01,7.6604454033076763e-01
352,3.8062211871147156e-01,5.2963762078434229e-01,3.5023904405534267e-01,6.3617357984185219e-02,6.1318628489971161e-02
353,6.3525197654962540e-01,4.7463135886937380e-01,6.2050336319953203e-01,5.5518995132297277e-01,5.9435365628451109e-01
354,8.4336331672966480e-01,7.9724632948637009e-01,2.9461323283612728e-02,2.6577435526996851e-01,8.6575540341436863e-01
355,7.8262606635689735e-02,1.9554817304015160e-01,7.5382686033844948e-01,8.5302915051579475e-01,2.8990513924509287e-01
356,2.0410488452762365e-01,9.7797822114080191e-01,6.7511644121259451e-01,8.9439646992832422e-01,4.5809461176395416e-01
357,9.6752331312745810e-01,1.6782986931502819e-02,4.2047719284892082e-01,4.7898848727345467e-01,8.8599658291786909e-01
358,5.1109198946505785e-01,6.9462245516479015e-01,9.4909553043544292e-01,6.9030530191957951e-01,6.5364115126430988e-01
359,2.5477985013276339e-01,3.1161325611174107e-01,2.0910491514950991e-01,1.8307582940906286e-01,1.9043126795440912e-01
360,3.7062698230147362e-01,8.5693525709211826e-01,8.8968723732978106e-01,4.0213371161371469e-01,5.3954754862934351e-01
361,6.1350660398602486e-01,1.4635085873305798e-01,1.4334869943559170e-01,9.7112916037440300e-01,1.1539969034492970e-01
362,9.0807652287185192e-01,5.6613318901509047e-01,7.4171495810151100e-01,1.9804094918072224e-01,3.4398646932095289e-01
363,1.7028998397290707e-01,4.3349068518728018e-01,4.7877520229667425e-01,6.7521812673658133e-01,8.1094950437545776e-01
364,4.6160507015883923e-02,6.5103965625166893e-01,8.8861506432294846e-02,5.7147483713924885e-01,9.4105400983244181e-01
365,7.8220372926443815e-01,3.4664421528577805e-01,8.1957497354596853e-01,4.7454557381570339e-02,4.0426577068865299e-01
366,7.3937939200550318e-01,9.2633878160268068e-01,2.8363241720944643e-01,7.7363390568643808e-01,1.3660221826285124e-01
367,4.9475645367056131e-01,7.5007305480539799e-02,5.6219725124537945e-01,3.4529165551066399e-01,7.0869830995798111e-01
368,4.4538888148963451e-01,8.9037294778972864e-01,1.6071370895951986e-01,7.3894893191754818e-01,2.7599005308002234e-01
369,6.9498713873326778e-01,1.1707111168652773e-01,9.3097701296210289e-01,1.3772715907543898e-01,8.1717425212264061e-01
370,7.6788106188178062e-01,6.5773739665746689e-01,4.6495118550956249e-01,9.1179193276911974e-01,5.8093251008540392e-01
371,2.9242891818284988e-02,3.3774366602301598e-01,6.8931583035737276e-01,4.6488795429468155e-01,1.2251047417521477e-02
372,1.5315659437328577e-01,6.1776592489331961e-01,8.6074273847043514e-01,2.8744227904826403e-01,2.3560208734124899e-01
373,8.9396532718092203e-01,3.7577511649578810e-01,1.0610438603907824e-01,8.4368935972452164e-01,6.7098184302449226e-01
374,5.6890286784619093e-01,8.3465441875159740e-01,5.0967599358409643e-01,1.1653344891965389e-01,9.3067726958543062e-01
375,3.2147517334669828e-01,1.7084964551031590e-01,2.6968638971447945e-01,5.1460202317684889e-01,4.7591792605817318e-01
376,3.0304110236465931e-01,7.4647834338247776e-01,5.7542839273810387e-01,7.9517792630940676e-01,7.6187244616448879e-01
377,5.5657518841326237e-01,2.5412085466086864e-01,3.2909086998552084e-01,3.3583165705204010e-01,3.3055203128606081e-01
378,9.8051077127456665e-01,9.5543225388973951e-01,8.0244091618806124e-01,6.2427069060504436e-01,6.6812757402658463e-02
379,2.2237283736467361e-01,4.1016659699380398e-02,3.9502052590250969e-02,6.7426962777972221e-03,5.2563049551099539e-01
380,9.6258056350052357e-02,7.6104208454489708e-01,3.9920688886195421e-01,2.4680848233401775e-01,7.2651965729892254e-01
381,8.5662758816033602e-01,2.3737355321645737e-01,6.2991946004331112e-01,6.2998966407030821e-01,1.8127712327986956e-01
382,6.8045838084071875e-01,5.3658523131161928e-01,2.1902363374829292e-01,4.1964941192418337e-01,4.2159317061305046e-01
383,4.2915589269250631e-01,4.6598066482692957e-01,9.9758745636790991e-01,9.5715256035327911e-01,9.8621535208076239e-01
384,4.2447362001985312e-01,9.1585719119757414e-01,3.7579460162669420e-01,4.5736854244023561e-01,4.5269370451569557e-01
385,6.8466006126254797e-01,7.9631446860730648e-02,6.5338288806378841e-01,9.1991885006427765e-01,8.9243509527295828e-01
386,8.5248700249940157e-01,6.3274555094540119e-01,2.4254714325070381e-01,1.3023240678012371e-01,6.3261476717889309e-01
387,1.0087935347110033e-01,3.7470584176480770e-01,9.7423715796321630e-01,7.4705878924578428e-01,2.1249525714665651e-01
388,2.2500667721033096e-01,5.9275906998664141e-01,5.8314856514334679e-01,5.0647033564746380e-01,3.5470943897962570e-02
389,9.7835764288902283e-01,4.1272228304296732e-01,3.2118532713502645e-01,1.2405190896242857e-01,6.1916375067085028e-01
390,5.5878941155970097e-01,8.6012362316250801e-01,7.9459736216813326e-01,8.3558617997914553e-01,8.5553224198520184e-01
391,3.0034628696739674e-01,1.3339494168758392e-01,4.7282306477427483e-02,2.9493989050388336e-01,2.9909071046859026e-01
392,3.2512419950217009e-01,7.1294896304607391e-01,8.5302530787885189e-01,1.4360239729285240e-02,9.6214140672236681e-01
393,5.6574981193989515e-01,2.8352301195263863e-01,1.1401124019175768e-01,6.1628409009426832e-01,3.8226285390555859e-01
394,8.9717947784811258e-01,9.8849224392324686e-01,5.1752276625484228e-01,3.4347434062510729e-01,1.4206413831561804e-01
395,1.4944659266620874e-01,1.2130257673561573e-02,2.6190697029232979e-01,7.8717378526926041e-01,7.0232087001204491e-01
396,2.3606467992067337e-02,7.9408656619489193e-01,1.8412730749696493e-01,9.6513439435511827e-01,5.4970965255051851e-01
397,7.7302163466811180e-01,2.0847164280712605e-01,9.0751632675528526e-01,4.1203091293573380e-01,1.0615312121808529e-01
398,6.8990766070783138e-01,5.0304037239402533e-01,4.4142851047217846e-01,6.3800047896802425e-01,3.6977309640496969e-01
399,4.5096432976424694e-01,4.9536734353750944e-01,7.1266934741288424e-01,2.3916866164654493e-01,7.8607841208577156e-01
400,4.9950023833662271e-01,5.5488124024122953e-01,6.5336208790540695e-02,8.4553343895822763e-01,2.3032231908291578e-01
401,7.3511619959026575e-01,4.3792095687240362e-01,8.4292348381131887e-01,2.7388326451182365e-01,6.7729920148849487e-01
402,7.8628375660628080e-01,7.7152557857334614e-01,3.0704291630536318e-01,5.4766957648098469e-01,9.0977202448993921e-01
403,4.1599768213927746e-02,2.3275133036077023e-01,5.3873203508555889e-01,7.1743330918252468e-02,4.9786076135933399e-01
404,1.6771670244634151e-01,9.5224198419600725e-01,8.9753663260489702e-01,1.7497168667614460e-01,2.5001936685293913e-01
405,9.1016909293830395e-01,5.3970658220350742e-02,1.3557428680360317e-01,6.9780196901410818e-01,8.4210733324289322e-01
406,6.1123086884617805e-01,7.1985055878758430e-01,7.3400062695145607e-01,4.7085584048181772e-01,5.7058634702116251e-01
407,3.7338330969214439e-01,2.7488733828067780e-01,4.8668658640235662e-01,9.0191398188471794e-01,2.1559605374932289e-02
408,2.5119233597069979e-01,8.2414229214191437e-01,6.6726788040250540e-01,6.8285984732210636e-01,7.4748595990240574e-01
409,5.1418353337794542e-01,1.7550428584218025e-01,4.2825482413172722e-01,1.9003586377948523e-01,1.5939528588205576e-01
410,9.6424860414117575e-01,5.9944131318479776e-01,9.5681117288768291e-01,9.7874574456363916e-01,4.2693399637937546e-01
411,2.0787544455379248e-01,4.0386727172881365e-01,2.0119627285748720e-01,3.9414616301655769e-01,9.7995899152010679e-01
412,8.3959588780999184e-02,6.8433274887502193e-01,3.7376756034791470e-01,3.5330151114612818e-01,7.7215759642422199e-01
413,8.3816218562424183e-01,3.1700577028095722e-01,5.9715568739920855e-01,7.6599313691258430e-01,3.2118240091949701e-01
414,6.4026994258165359e-01,8.9353081490844488e-01,6.0535660013556480e-03,5.5435428395867348e-02,9.2722430825233459e-02
415,3.7510818243026733e-01,1.0414573084563017e-01,7.7729338780045509e-01,5.6385539378970861e-01,5.0063634198158979e-01
416,4.0488922409713268e-01,6.4629434049129486e-01,5.1391372829675674e-01,8.7923706974834204e-01,2.9492719937115908e-01
417,6.4174639247357845e-01,3.5700510814785957e-01,2.6952858548611403e-01,4.9799309112131596e-01,8.5969955287873745e-01
418,8.1713932380080223e-01,9.3355625215917826e-01,8.6591120157390833e-01,7.0833383873105049e-01,5.9986781235784292e-01
419,7.3725152760744095e-02,6.6080984659492970e-02,1.0492430068552494e-01,1.6889251861721277e-01,5.4778311401605606e-02
420,1.9761024508625269e-01,8.4657435677945614e-01,4.6464466396719217e-01,8.4651876240968704e-02,1.9322937447577715e-01
421,9.4325601402670145e-01,1.5109615214169025e-01,6.9340473599731922e-01,5.4593522939831018e-01,6.5189210884273052e-01
422,5.1562969665974379e-01,5.7505953218787909e-01,1.5944582223892212e-01,2.5749666895717382e-01,8.8830259349197149e-01
423,2.8100412618368864e-01,4.2627322208136320e-01,9.3605780135840178e-01,8.7308661080896854e-01,4.5683003589510918e-01
424,3.4460130520164967e-01,9.7469740640372038e-01,2.2613664250820875e-01,5.9250880405306816e-01,8.0537435039877892e-01
425,6.0877076722681522e-01,2.9584943316876888e-02,9.9444756656885147e-01,3.8200356997549534e-02,3.5046572890132666e-01
426,9.3214520812034607e-01,6.9549213536083698e-01,4.0538916923105717e-01,7.6535581704229116e-01,1.1031663231551647e-01
427,1.7698273807764053e-01,2.9731570743024349e-01,6.2780185136944056e-01,3.6534954793751240e-01,5.4554234165698290e-01
428,5.0896567292511463e-02,5.1683568675071001e-01,7.9921323247253895e-01,3.8697390910238028e-01,7.0645337179303169e-01
429,8.0822960007935762e-01,4.7791218105703592e-01,4.6527379192411900e-02,9.9013419635593891e-01,1.3792780693620443e-01
430,7.3268638458102942e-01,8.1154387071728706e-01,5.7316207420080900e-01,2.1606893464922905e-01,4.0152873657643795e-01
431,4.7068748530000448e-01,1.9467847049236298e-01,3.3512431383132935e-01,6.6103533748537302e-01,9.4286406505852938e-01
432,4.5635432004928589e-01,7.5406862795352936e-01,9.4925052765756845e-01,2.9869590979069471e-01,1.0093810036778450e-02
433,7.1576017886400223e-01,2.4654390290379524e-01,2.0486639626324177e-01,8.2077803276479244e-01,5.8204068336635828e-01
434,7.5887251086533070e-01,5.4108651820570230e-01,6.7629383504390717e-01,9.4599135220050812e-02,8.1453254818916321e-01
435,6.5128896385431290e-03,4.5537575799971819e-01,4.1530783008784056e-01,5.2487860340625048e-01,2.7759032230824232e-01
436,1.3238377775996923e-01,7.3730798624455929e-01,2.5379143655300140e-02,7.2182113677263260e-01,4.7025499679148197e-01
437,8.8300008233636618e-01,2.6109428890049458e-01,7.5413832347840071e-01,1.5088765043765306e-01,9.3737398926168680e-01
438,5.9163261670619249e-01,9.6603718306869268e-01,3.4516510460525751e-01,9.2397634964436293e-01,6.6580338031053543e-01
439,3.3048344124108553e-01,3.6515380255877972e-02,6.2177606858313084e-01,4.4873627088963985e-01,2.4180671107023954e-01
440,2.9398682340979576e-01,6.1714049708098173e-01,2.8677152283489704e-01,2.2968028485774994e-01,5.2821112703531981e-01
441,5.3389098122715950e-01,3.9031693246215582e-01,5.5508143547922373e-01,6.4315058756619692e-01,6.5151475369930267e-02
442,9.9152204208076000e-01,8.3769096620380878e-01,9.0978215448558331e-02,4.3183327745646238e-01,3.3264819625765085e-01
443,2.4310012720525265e-01,1.5780343674123287e-01,8.1339000165462494e-01,9.4100139848887920e-01,7.6070326007902622e-01
